DATA;PROVINCIA;LOCALITA;TIPO;TRAVOLTI;ILLESI;FERITI;MORTI
04/02/2009;TN;Cima Littegosa - Lagorai;1;1;0;1;0
04/02/2009;VI;Passo Campogrosso;6;1;0;1;0
07/02/2009;AO;Val d'Ayas - pista Sarezza;3;1;1;0;0
07/02/2009;SO;Valchiavenna - SS36 - Km 130;6;3;3;0;0
07/02/2009;TN;Cima Nassere;1;10;10;0;0
08/02/2009;TO;Val Sangone - Monte Uia;1;2;1;1;0
08/02/2009;SO;Val Gerola - Cima della Rosetta;2;2;1;0;1
08/02/2009;BI;Valle di Oropa - Monte Becco;8;1;0;1;0
09/02/2009;BZ;Alpe di Siusi;1;1;0;1;0
09/02/2009;AO;Valnontey - Cascata Valmiana;5;2;0;1;1
09/02/2009;SO;Valdisotto - S.Colombano;1;3;3;0;0
11/02/2009;AO;Valgrisenche - Mont Cornet - Becca CÇrÇ;3;1;0;1;0
11/02/2009;BG;Valseriana - Cima di Grem;1;1;0;1;0
15/02/2009;BZ;Solda;5;2;0;1;1
19/02/2009;AO;Pila - Platta de Grevon-Quiss I;3;1;0;1;0
22/02/2009;CN;Val Varaita - Chianale;6;2;2;0;0
25/02/2009;BZ;Dobbiaco - Corno di Fana;2;2;1;0;1
27/02/2009;AO;Valeille - Cascata Pattinaggio Artistico;5;3;1;2;0
28/02/2009;BZ;Lago di Braies - Picco di Valandro;1;2;0;1;0
28/02/2009;BZ;Val Martello - Punta di Lasa;2;2;0;0;2
01/03/2009;BL;Pala Alta - Gruppo Schiara;5;2;0;0;2
07/03/2009;BL;Faloria - Pala del Moro;3;3;2;1;0
07/03/2009;TN;Cima Paganella;3;2;1;0;1
07/03/2009;TN;Monte Pasubio - Val del Fieno;8;4;1;2;1
07/03/2009;VI;Val Galmarara Altipiano Asiago;8;1;0;0;1
14/03/2009;CO;Cima della Duaria;8;2;0;1;1
19/03/2009;CN;Limonetto - M.te Creusa - P.so Giosolette;2;2;2;0;0
30/03/2009;BZ;Curon Venosta - Valle Lunga - Valbenair;1;3;2;1;0
30/03/2009;AO;Courmayeur - Ghiacciaio Thoula;3;1;1;0;0
02/04/2009;BZ;Valle Lunga - Palla Bianca;1;3;3;0;0
13/04/2009;VB;Alpe Devero - Canale Ferrari - Monte Cervandone;1;5;2;3;0
25/04/2009;BZ;Solda - Gran Zebru;1;6;0;6;0
25/04/2009;BZ;Val d'Ultimo - Cima Sternai;1;2;2;0;0
01/05/2009;BZ;Val di Mazia - Rems Spitz;2;1;0;0;1
01/05/2009;TN;Marmolada-Pian dei Fiacconi (est Schena de Mul);8;2;0;1;2
01/05/2009;SO;S.Colombano - Valdisotto;1;3;2;1;0
01/05/2009;SO;Corno S.Colombano - Valdisotto;2;2;2;0;0
02/05/2009;BZ;Curon - Vallelunga;1;11;8;3;0
02/12/2009;BL;Monte Pore-;2;1;0;0;1
05/12/2009;BZ;S. Cristina Val Gardena - Seceda;4;1;1;0;0
09/12/2009;BZ;Sarentino - Pichlberg;2;1;1;0;0
21/12/2009;TN;P.sso Sella;6;1;0;1;0
23/12/2009;BL;Laresei;3;1;0;1;0
23/12/2009;BL;Passo Valles;6;3;3;0;0
25/12/2009;BZ;Val Senales;8;1;1;0;0
25/12/2009;SO;Livigno - strada Passo Foscagno;6;3;2;1;0
26/12/2009;TN;Canazei - Valon del Fos;2;7;1;2;4
26/12/2009;TN;Canazei - Val Lasties;5;2;0;0;2
26/12/2009;BZ;Solda;3;3;1;1;1
27/12/2009;AO;Gressoney-La-TrinitÇ - Vallone della Salza;3;1;1;0;0
31/12/2009;AO;Gressoney-La-Trinitä - Colle del Rothorn;1;3;1;1;1
02/01/2010;AO;Cogne - Valeille - Cascata Cold Couloir;5;1;0;1;0
08/01/2010;AO;Valnontey - Cascata Sentiero dei Troll;5;1;0;0;1
09/01/2010;BI;Alpi Biellesi - Monte Mucrone (Costa Muanda);2;1;1;0;0
09/01/2010;TO;Val Chisone (Sestriere) - Monte Banchetta;3;6;6;0;0
10/01/2010;BG;Monte Toro - Foppolo;1;2;2;0;0
16/01/2010;UD;Gruppo del Montasio - Forca della Val;2;2;2;0;0
22/01/2010;BL;Monte pelmo - Val d'Arcia;1;1;1;0;0
24/01/2010;BL;Malga Caleda - Passo Duran;8;1;0;1;0
27/01/2010;TO;Valle Susa (Sauze d'Oulx) M.te Genevris;2;1;0;1;0
28/01/2010;BZ;Val Martello - Lyfispitz;2;1;0;1;0
29/01/2010;UD;Alpi Carniche - Monte Clap Savon;1;2;2;0;0
30/01/2010;AQ;Gran Sasso - Campo Imperatore;5;3;1;0;2
30/01/2010;UD;Sella Nevea - Monte Golovec;1;1;1;0;0
30/01/2010;BL;Alpago - Cima Vacche;1;3;3;0;0
31/01/2010;TV;Monte Grappa;8;1;0;1;0
06/02/2010;VI;Campogrosso - Casaretta;1;3;0;3;0
06/02/2010;TV;Monte Grappa - Strada Provinciale 149;6;1;1;0;0
06/02/2010;AO;Gran San Bernardo - Vallone di Barasson;2;7;7;0;0
06/02/2010;VR;Monte Baldo;3;3;0;1;2
06/02/2010;BI;Alpi Biellesi - Piedicavallo - Valle Cervo;2;1;0;1;0
06/02/2010;TO;Val Pellice - Angrogna - Giasset;1;1;1;0;0
06/02/2010;UD;Monte Cacciatore (Croce del Poverello);1;6;4;2;0
06/02/2010;BL;Monte Guslon - Val Bona;1;3;3;0;0
06/02/2010;LC;Passo Gandazzo - Introbio;8;1;0;0;1
07/02/2010;BG;Lizzola - Valbondione;3;1;0;1;0
07/02/2010;TN;Piz Boä;2;1;1;0;0
07/02/2010;BG;Monte Grem - Oltre il Colle;2;1;0;0;1
07/02/2010;CO;Costone del Bregagno - Menaggio;8;2;1;0;1
07/02/2010;TN;Vigolana - val dell'acqua;5;1;0;1;0
07/02/2010;BZ;Merano 2000;1;1;1;0;0
07/02/2010;BG;Carisole - Carona;3;1;1;0;0
07/02/2010;BL;Val Visdende - F.lla Dignas;1;1;0;0;1
07/02/2010;CO;Monte S.Primo;2;1;1;0;0
07/02/2010;BL;Alpago - Forcella Palantina Alta;2;3;1;1;1
08/02/2010;SO;Madesimo;3;2;2;0;0
09/02/2010;UD;Monte Cacciatore (anticima E);1;1;1;0;0
12/02/2010;BL;Val Visdende;2;1;0;0;1
13/02/2010;VI;Monte Grappa;1;2;1;1;0
13/02/2010;BL;Passo Pordoi - Col del Cuc;3;1;1;0;0
13/02/2010;CN;Valle Gesso - M.te Merqua;2;1;0;0;1
14/02/2010;UD;Monte Pramaggiore- Passo di Suola- Rif. Pacherini;2;1;1;0;0
14/02/2010;UD;Gruppo del Coglians - Monte Floriz;2;1;0;1;0
14/02/2010;TN;valle Aperta- gruppo Adamello;1;1;0;1;0
19/02/2010;SO;La Rocca - Bormio 2000;3;1;1;0;0
19/02/2010;BS;Aprica Baradello;3;1;1;0;0
19/02/2010;BG;Rifugio Albani - Presolana;8;2;1;0;1
20/02/2010;UD;Monte Lussari - staz. intermedia cabin. Camporosso;8;1;1;0;0
20/02/2010;TO;Valle Susa (Bousson) - Monte Begino;1;1;1;0;0
20/02/2010;BZ;Val Ridanna - Einachspitze;1;2;2;0;0
20/02/2010;BZ;Sesto - Monte Elmo;2;2;1;0;1
20/02/2010;BG;Monte Rambasi - Lizzola;1;3;3;0;0
20/02/2010;TN;Dosso Larici - Pozza de Fer;8;3;1;1;1
20/02/2010;SO;S.Ambrogio - Bormio 2000;3;3;3;0;0
20/02/2010;AO;Valtournenche - Monte Roisetta;3;1;0;0;1
21/02/2010;BZ;Sesto - Passo m.te Croce;1;1;0;0;1
21/02/2010;BL;Faloria (pista da sci stratondi) - Cortina;3;1;1;0;0
21/02/2010;BG;Lago Nero - Foppolo;1;1;1;0;0
21/02/2010;SO;Monte Olano - Val Gerola;2;2;1;0;1
21/02/2010;SO;Grasso di Bocolina - Valfurva;3;2;1;0;1
21/02/2010;SO;Val dell'Alpe - Valfurva;3;1;1;0;0
25/02/2010;TN;val Jumela- Fassa;3;8;8;0;0
26/02/2010;BG;Montebello - Foppolo;3;2;2;0;0
27/02/2010;BZ;Sarentino - Cima Rodella;1;1;0;1;0
27/02/2010;BL;Col de Varda - Misurina;1;1;1;0;0
27/02/2010;BL;Tofane - Pista da sci Forcella Rossa Cortina;4;1;0;1;0
28/02/2010;TN;val d'Ambiez cima Ceda;1;1;0;0;1
28/02/2010;BZ;Sesto Pusteria - Sandbuehl;8;2;0;0;2
01/03/2010;TN;Val di Pejo cima Boai;2;1;0;1;0
01/03/2010;BL;Passo Fedaia Strada Provinciale 241;6;1;1;0;0
01/03/2010;AO;Monte Bianco - zona Toula;3;1;0;0;1
06/03/2010;UD;A. Giulie, Monte Strugova, Canalone della Strugova;5;4;3;1;0
07/03/2010;BZ;Val Giovo - Zinseler;2;1;1;0;0
10/03/2010;VI;Pasubio - Boale;1;1;0;1;0
12/03/2010;BZ;Sennes - Munt de Sella;1;1;1;0;0
13/03/2010;BL;Passo pordoi - Sass Pordoi;3;1;0;1;0
14/03/2010;BZ;Passo Furcia - Slapadures;2;1;1;0;0
14/03/2010;UD;Prea. Carniche-Valle di Suola-Cresta di Rua;2;2;1;0;1
14/03/2010;BZ;Val Casies - Prueglers Kunke;1;1;0;1;0
14/03/2010;BZ;Gruppo del Cristallo - Schoenleitenschneide;2;4;0;4;0
14/03/2010;TN;Monte Bondone - Cima Verde;1;1;1;0;0
16/03/2010;VB;Val Formazza - Nodo del M.Giove - Punta Clogstafel;1;2;2;0;0
20/03/2010;BZ;Passo Gardena;6;1;1;0;0
20/03/2010;BZ;Sennes - Col Bechei;1;1;0;0;1
21/03/2010;BZ;Slingia - Rif . Sesvenna;2;2;1;1;0
23/03/2010;VI;Monte Carega - Bocchetta dei Fondi;1;2;0;2;0
26/03/2010;AO;Courmayeur - Val Veny;3;1;0;0;1
27/03/2010;CN;Valle Po - Canale Due Dita;1;3;2;1;0
27/03/2010;BZ;Val di Roja - Cima Dodici;1;2;1;0;1
27/03/2010;UD;Prealpi Carniche - Cima dei Pecoli;1;3;3;0;0
28/03/2010;AO;Val di Rhemes - Punta Paletta;1;3;0;1;1
28/03/2010;VI;Campomolon - Strada Provinciale 92 dei francolini;8;1;0;1;0
29/03/2010;BZ;Slingia - Piz Rasass;1;2;0;1;1
31/03/2010;SO;Grasso Bocolina - Valfurva;3;1;1;0;0
31/03/2010;AO;Becca di Nona;2;1;1;0;0
02/04/2010;TN;Cima Bocche - Paneveggio Lusia - Val di Fiemme;5;1;0;0;1
02/04/2010;BZ;Solda Punta del Coston;2;3;0;1;2
03/04/2010;BZ;Curon Venosta - Mitterlochspitze;2;2;2;0;0
05/04/2010;AO;Val Ferret - Col Petit Ferret;1;1;0;0;1
05/04/2010;BL;Ra Vales - Canalino del prete;3;1;0;1;0
05/04/2010;BG;Carona;3;1;1;0;0
05/04/2010;CO;Monte Bregagno;8;1;0;0;1
06/04/2010;BZ;Chiusa - Cima San Cassiano;1;1;0;0;1
10/04/2010;SO;Passo di Cedec - Valfurva;1;4;4;0;0
11/04/2010;BZ;Sesto Pusteria - Val Fiscalina;2;3;3;0;0
16/05/2010;BL;Tofana di Rozes;1;2;1;0;1
23/05/2010;TO;Valle Susa (Exilles) - Loc. La Grangia;2;2;1;1;0
31/05/2010;AO;Val di Cogne - Gran Serz;2;1;0;1;0
02/10/2010;TN;Dolomiti di Brenta - scivolo nord di Cima Brenta;1;2;2;0;0
21/11/2010;BS;Pista Paradiso - Passo Tonale;4;10;7;3;0
21/11/2010;BG;Rifugio Curï - Valbondione;8;2;0;1;1
27/11/2010;RE;Appennini Emiliani: Monte Cusna - localitÖ Passone;8;2;0;0;2
27/11/2010;BS;Motto della Scala - Edolo;8;4;1;0;3
29/11/2010;CO;La Corvegia - Montemezzo;2;1;1;0;0
03/12/2010;TN;Passo S.Pellegrino - Cima Margherita;3;1;0;1;0
04/12/2010;BZ;Alta Val Venosta - Cima Undici Hoferloch;8;1;0;0;1
04/12/2010;BL;Monte Serva Croda del Sal;2;1;0;1;0
05/12/2010;TN;Monte Altissimo - sentiero rif. Damiano Chiesa;8;4;4;0;0
08/12/2010;VC;Val Sesia - Loc. Malfatta - Canale Miniere;3;1;0;0;1
12/12/2010;BS;Val Malza - Ponte di Legno;1;1;0;1;0
22/12/2010;AO;PrÇ-Saint-Didier - Vallone dell'Arpettaz;2;1;1;0;0
28/12/2010;AO;Valtournenche - Cime Bianche Pista n. 5 Canestrini;4;6;5;1;0
29/12/2010;BG;Carisole - Carona;3;2;2;0;0
29/12/2010;LC;Canalone Porta - Grignetta;5;2;0;2;0
29/12/2010;TN;Passo Tonale - Valbiolo;3;1;1;0;0
10/01/2011;AO;Courmayeur - Val Veny - Bois de Visaille;3;1;0;0;1
13/01/2011;BZ;Trafoi - Forcola;8;2;2;0;0
14/01/2011;BZ;Col Bechei;1;1;0;1;0
15/01/2011;TO;Valle dell'Orco - Costiera dell'Uja;2;1;0;1;0
21/01/2011;VB;Val Formazza - Toggia;8;1;1;0;0
29/01/2011;BZ;Val di Fleres - Seeberspitze;2;1;0;1;0
30/01/2011;GE;Val d'Aveto - pendici del Monte Bue;3;1;0;0;1
06/02/2011;AO;Mont Emilius - Colle dei capuccini;1;2;1;1;0
07/02/2011;BZ;Alta Venosta - Piz Lad;2;1;1;0;0
11/02/2011;TO;Alta Valle Susa - Gran Roc;3;1;1;0;0
19/02/2011;BZ;Val d'Ultimo - Ilmenspitze;1;1;0;0;1
25/02/2011;AQ;Aremogna - Roccaraso;3;3;1;2;0
26/02/2011;BL;Creta Forata - Sappada;2;1;1;0;0
26/02/2011;SO;Pizzo Biorco - Piateda;1;1;1;0;0
26/02/2011;BZ;Val Senales - Schwemser;2;1;1;0;0
26/02/2011;TN;Val Campelle - C.ma Lasteati;2;1;1;0;0
26/02/2011;SO;Lago Scarolda - Valmalenco;1;1;1;0;0
26/02/2011;AO;Valtournenche - sentiero sotto Becca Trecare;3;2;0;1;1
26/02/2011;BZ;val Martello - Schranspitze;1;2;1;1;0
26/02/2011;BL;Sasso Bianco Rio Val Molino;1;1;0;0;1
01/03/2011;AO;Val di Gressoney - verso Passo Zube;1;1;1;0;0
03/03/2011;AO;Saint-Rhemy-en-Bosses - Costa di Serena;1;1;1;0;0
05/03/2011;TO;Colle della Maddalena-;6;1;1;0;0
05/03/2011;TO;Valle Susa - Monti della Luna - Sagnalonga;3;1;0;1;0
06/03/2011;CN;Gias Vej - Elva;8;2;1;1;0
06/03/2011;BI;Valle Cervo - Monte Camino;3;13;5;6;2
06/03/2011;BL;Monte Tamer -Van delle Forcelle;1;5;4;1;0
06/03/2011;AO;Ayas - tra Col Vascotchaz e Mont Facebelle Nord;2;1;0;1;0
17/03/2011;BZ;val Senales - Pista Grawand;1;2;2;0;0
17/03/2011;TO;Valle Susa (Sauze d'Oulx) M.te Triplex-Rocca Nera;3;1;1;0;0
18/03/2011;AO;Cogne - Vallone Urtier - sotto Lac de Loie Nord;1;2;0;2;0
19/03/2011;SO;La Pessa - Piateda;8;1;0;0;1
20/03/2011;UD;Sella Nevea - Conca Prevala;2;1;1;0;0
20/03/2011;BZ;val Senales - zona Teufelsegg;3;1;1;0;0
22/03/2011;SO;Vallone Vallecetta - Valdisotto;3;1;1;0;0
31/03/2011;AO;Valgrisenche - Feleuma - Vallon de Maison Forte;3;2;2;0;0
02/04/2011;BZ;Valle Aurina - Collalto;2;3;3;0;0
03/04/2011;AO;Valtournenche - Mont Roisetta;1;1;0;1;0
01/05/2011;BL;Monte Antelao - Cima Fanton;1;1;0;1;0
10/11/2011;TN;Serauta - Marmolada;1;1;1;0;0
13/11/2011;CN;Valle Po - Canale Due Dita;1;2;2;0;0
04/12/2011;TO;Valle Orco - Costiera dell'Uja;2;2;1;1;0
08/12/2011;TN;Val di Fassa - Marmolada Punta Penia;5;3;1;2;0
08/12/2011;SO;Vallaccia Corta;1;1;1;0;0
09/12/2011;TN;Val Rendena - Madonna di Campiglio cima Grostä;5;1;0;1;0
18/12/2011;BZ;Val di Fleres - Monte Muro;2;1;1;0;0
24/12/2011;BG;Monte Madonnino - Carona;5;2;0;2;0
27/12/2011;SO;Pizzo Cantone - Livigno;2;1;1;0;0
27/12/2011;BZ;Val di Racines - cima alta di Montecroce;2;1;0;1;0
03/01/2012;BZ;Val di Fleres - Bodnerberg;2;3;3;0;0
03/01/2012;UD;Monte Lussari;3;1;1;0;0
04/01/2012;TO;valle susa-monte Sises Sestriere;2;1;1;0;0
10/01/2012;BZ;Racines - Schloterjoch;2;1;1;0;0
04/02/2012;BZ;Valle di Anterselva - Passo Stalle;2;2;0;0;2
05/02/2012;BG;Montebello - Foppolo;1;1;1;0;0
06/02/2012;BZ;Sesvenna - Schwarze Wand;1;4;0;4;0
08/02/2012;AO;Valdigne - Testa dei Fra - lato Vertosan;2;2;1;1;0
08/02/2012;SO;Vallone Vallecetta - Valdisotto;3;1;1;0;0
08/02/2012;BZ;Velturno - Cima del Pascolo;2;1;0;1;0
10/02/2012;TO;Valle Susa-Cima Appenna;3;1;0;0;1
13/02/2012;SO;Vallone Vallecetta;3;1;1;0;0
16/02/2012;SO;Chiesina S.Colombano - Valdisotto;1;2;2;0;0
17/02/2012;AO;Monte Bianco - Punta Helbronner - Canale del cesso;3;1;0;1;0
18/02/2012;BL;Monte Cristallo - Canale Bernardi - Cortina;1;2;0;0;2
18/02/2012;VB;Val Formazza - Corno Brunni;2;3;3;0;0
19/02/2012;BZ;Valle Aurina - Sattelspitz;2;1;0;1;0
20/02/2012;BZ;Val di Fleres - Lotterscharte;1;1;0;1;0
21/02/2012;BZ;Valle Aurina - Monte Chiusetta;3;1;1;0;0
15/03/2012;BZ;Valle Aurina - Casere - Heilig Geist Joch;2;1;1;0;0
21/03/2012;BZ;Valle Aurina - Rauchkofel;2;1;1;0;0
25/03/2012;BZ;Solda - Ortles parete nord;5;4;0;2;2
25/03/2012;BZ;Val di Fleres - Cime Bianche di Telves;2;1;1;0;0
12/04/2012;SO;Pizzo Suretta - Madesimo;3;1;1;0;0
12/04/2012;SO;Vallone Vallecetta - Valdisotto;3;3;3;0;0
12/04/2012;BZ;Val di Fleres - Schneetalscharte;1;1;0;1;0
16/04/2012;AO;Valsavarenche - colle del Gran Paradiso;1;4;4;0;0
17/04/2012;AO;Val d'Ayas - colletto Punta Centrale Breithorn;2;3;3;0;0
17/04/2012;TO;Valsavarenche - canale sotto col Basei;2;1;1;0;0
20/04/2012;AO;Valgrisenche - Vallone Grand Revers;3;2;1;0;1
21/04/2012;CN;valle vermenagna-punta Campaola;1;1;1;0;0
25/04/2012;TN;Val dei Mocheni - Gronlait;2;1;0;1;0
28/04/2012;BZ;Solda - Val Rosim;3;1;1;0;0
28/05/2012;BZ;Solda - Parete Nord dell'Ortles;5;6;2;4;0
25/06/2012;BZ;Solda - Gran Zebró;5;2;1;0;1
13/09/2012;SO;Ghiacciaio Dosegó - Valfurva (SO);5;2;2;0;0
15/10/2012;SO;Punta degli Spiriti - Passo Stelvio - Bormio;8;2;2;0;0
28/11/2012;BS;Pista Paradiso - Passo Tonale;3;3;1;2;0
30/11/2012;BZ;Solda - Val Rosim;3;3;2;1;0
08/12/2012;TO;Alta val Susa-Vallone Rio Nero;3;4;3;0;1
09/12/2012;UD;Monte Coglians;1;1;1;0;0
15/12/2012;BS;Val di Casola - Temó;1;2;0;0;2
16/12/2012;BZ;Trafoi - M.te di Tarres;1;2;1;1;0
16/12/2012;TO;Alta Val Susa-M.te Corbioun;2;2;0;1;1
16/12/2012;TO;Alta Valle Susa - Col Basset;3;1;1;0;0
16/12/2012;SO;Grasso Bocolina - Valfurva;3;1;1;0;0
16/12/2012;CN;Valle Stura - Alpe di Rittana;2;4;3;1;0
16/12/2012;TO;Settimo Vittone-Monte Cavalgrosso;8;3;3;0;0
21/12/2012;TN;monte Cengledino;1;3;3;0;0
23/12/2012;CN;Val Vermenagna-Palanfrä-Vallone Alberghi;1;3;2;1;0
23/12/2012;TN;passo San Pellegrino - cima Uomo;8;1;1;0;0
27/12/2012;SO;Vallone Vallecetta - Valdisotto;3;1;0;1;0
28/12/2012;BZ;Rio Molino - Monte Cuzzo;3;3;3;0;0
29/12/2012;BZ;Solda - cima Beltovo di fuori;3;3;3;0;0
29/12/2012;BZ;Val Senales - Teufelsegg;3;1;1;0;0
30/12/2012;BZ;Alta Venosta - Roja - Dosso di Dentro;2;1;1;0;0
31/12/2012;BZ;Val Sarentino - Hîrtlahner;2;1;0;1;0
02/01/2013;BZ;Valle Aurina - Rio Bianco - Henne;1;2;2;0;0
04/01/2013;LC;Zucco Ghignoli - Pasturo;5;2;1;0;1
05/01/2013;TN;val di Fassa - cima Uomo, passo Cirelle;1;2;1;1;0
05/01/2013;SO;Pizzo Umbrail - Valdidentro;1;1;0;1;0
06/01/2013;TN;Val di Fiemme - lago delle Buse;1;2;0;0;2
17/01/2013;AQ;Raccaraso - Monte Pratello;3;2;0;0;2
17/01/2013;AO;La Thuile - Mont Freduaz;3;1;1;0;0
17/01/2013;BZ;Valle Aurina - Predoi;4;2;2;0;0
18/01/2013;AO;Gran San Bernardo - Vallone di Barasson;2;1;1;0;0
20/01/2013;BL;Casera Razzo;2;2;0;1;1
22/01/2013;BL;Soura Sass - Arabba;3;1;0;0;1
25/01/2013;UD;Valle del But - Cima Avostanis;2;1;1;0;0
25/01/2013;UD;Val Raccolana - Monte Forato;2;1;0;1;0
26/01/2013;BL;Forcella Verde - Monte Cristallo Cortina;2;3;1;0;2
29/01/2013;AO;Valgrisenche - Arp Vieille;2;1;1;0;0
02/02/2013;BL;"Sappada cascata ""Specchio di Biancaneve""";5;3;1;2;0
03/02/2013;BZ;Val Gardena, Ortisei, Monte Pic;2;1;0;0;1
12/02/2013;BZ;Brunico - Plan de Corones;3;2;0;1;1
13/02/2013;VC;Val Sesia-Alagna-Passo della coppa;3;1;1;0;0
24/02/2013;AQ;Roccaraso - Aremogna;3;1;0;0;1
24/02/2013;UD;Monte Lussari- staz. intermedia cabin. Camporosso;3;1;1;0;0
25/02/2013;UD;VALLE DEL BUT - MONTE ZONCOLAN;3;1;1;0;0
26/02/2013;VC;Val Sesia-Alagna;1;3;3;0;0
26/02/2013;BZ;Alpe di Siusi - Rif. Sasso Piatto;2;1;1;0;0
27/02/2013;AO;Cogne - Valnontey - Cascata dei Troll;5;1;0;1;0
27/02/2013;BL;Monte Pore;2;2;2;0;0
02/03/2013;CN;ValMaira-Acceglio-Oronaye;1;8;5;3;0
03/03/2013;AO;Cogne - Valeille - Cascata Cold Couloir;5;9;9;0;0
04/03/2013;VC;VaaleSesia-Alagna-Passo della Coppa;3;1;0;0;1
09/03/2013;BZ;Val Racines - Kalcheralm;4;2;2;0;0
15/03/2013;LC;Canale Comera - Resegone;5;2;0;2;0
15/03/2013;BZ;Valle Aurina - Predoi;1;2;1;1;0
16/03/2013;SO;Passo del Serio - Monte Torena;2;5;5;0;0
16/03/2013;BZ;Solda - Gran Zebru;1;3;1;1;1
19/03/2013;BI;Oropa-Monte Muanda;2;1;1;0;0
22/03/2013;AO;Valgrisenche - Giasson;3;1;1;0;0
26/03/2013;BZ;Val Martello - Val Madriccio;1;6;4;0;2
29/03/2013;SO;Palon de la Mare - Valfurva;1;2;2;0;0
31/03/2013;BL;Passo Falzarego - S.R. 48 delle Dolomiti;6;1;1;0;0
31/03/2013;VB;Devero;1;1;0;0;1
31/03/2013;SO;Passo Marinelli occidentale - Valmalenco;1;2;2;0;0
31/03/2013;AO;Valgrisenche - Arp Vieille;1;4;4;0;0
31/03/2013;VB;Valle Formazza- rio del Sabbione;2;1;0;0;1
01/04/2013;BZ;Plose - Gabler;3;1;1;0;0
01/04/2013;BZ;Solda - Cima Beltovo di Fuori;3;4;0;0;4
08/04/2013;SO;Monte del Buon Curato - Livigno;2;2;1;1;0
10/04/2013;TN;Marmolada - Punta Penia;2;1;1;0;0
13/04/2013;AO;Bionaz strada lungo diga Place Moulin Rif Prarayer;1;2;2;0;0
13/04/2013;CN;Val Varaita - Bellino - monte Mongioia;2;2;1;1;0
13/04/2013;AO;Gressoney-La-TrinitÇ torrente Lys zona Tschiefler;8;1;0;0;1
13/04/2013;BZ;Riva di Tures;2;1;0;1;0
13/04/2013;BS;Cima Calotta - Temó;2;3;2;1;0
15/04/2013;BZ;Solda;4;2;2;0;0
15/04/2013;AO;Valsavarenche - sentiero Rifugio Vittorio Emanuele;2;1;1;0;0
01/05/2013;BL;"Monte Pelmo - Forcella ""La Fessura""";1;2;1;1;0
14/05/2013;AO;Val Veny - Aiguille de Bionassay;1;1;0;1;0
18/05/2013;BS;Cima Calotta - Temó;1;4;2;2;1
24/05/2013;SO;Punta degli Spiriti - Bormio;8;1;1;0;0
16/06/2013;SO;Cima Dosegó - Valfurva;2;1;1;0;0
25/09/2013;AO;Val Veny - Monte Bianco - Col Freney;5;2;0;2;0
01/12/2013;CN;Val Vermenagna - monte Creusa;1;2;1;1;0
26/12/2013;BZ;Racines - Passo Giovo;8;1;0;1;0
26/12/2013;AO;Champorcher - comprensorio sciistico;3;1;0;1;0
26/12/2013;TO;Valle Susa - Bardonecchia - Les Arnauds;3;1;0;0;1
26/12/2013;TO;Valle Susa - Bardonecchia - Melezet;3;1;0;1;0
26/12/2013;TN;Valle di Sole - Marilleva - Monte Vigo;3;2;2;0;0
27/12/2013;BZ;Brennero - Val di Fleres - Bodnerberg;2;2;0;2;0
27/12/2013;CN;Valle Po - Crissolo;3;2;0;2;0
28/12/2013;SO;Fopa di Manz - Val Malghera - Grosio;8;1;0;0;1
28/12/2013;AO;Conca di Pila - Platta de Grevon Nord;3;2;0;0;2
30/12/2013;TO;Valle Susa - Claviere - Colletto Verde;3;2;1;0;1
05/01/2014;BS;Valle del Serodine - Passo del Tonale;3;1;1;0;0
05/01/2014;VB;Val Divedro - Alpe Ciamporino;3;1;0;0;1
05/01/2014;BL;Misurina - Col de Varda;2;1;0;0;1
06/01/2014;AO;Monte Bianco Ghiacciaio del Toula Canale Tedeschi;3;5;3;2;0
06/01/2014;BZ;Valle Aurina - Monte Spico;3;1;0;0;1
08/01/2014;BL;Arabba - strada SR48 localitÖ Bosch de Ruac;6;1;0;1;0
19/01/2014;BI;Valle Elvo - Truc del Buscajon;2;2;0;2;0
21/01/2014;TN;Marmolada Serrauta - Pista Sass del Mul;8;1;0;1;0
21/01/2014;TO;Valle Orco - Alpe Renarda;8;2;0;1;1
22/01/2014;LC;Grignetta - Canale Scarrettone;5;1;0;0;1
25/01/2014;BL;Monte Pelmo - Forcella Rossa;2;1;1;0;0
25/01/2014;BL;Col di lana - Monte Sief;2;1;1;0;0
25/01/2014;SO;Canalone Groppera - Madesimo;1;1;1;0;0
25/01/2014;TN;Val Canali - Torrioni Vani Alti;5;3;2;1;0
25/01/2014;UD;Val rio del lago - Forca del a Val;1;3;3;0;0
25/01/2014;BZ;Val Martello - Punta di Lasa;1;6;5;1;0
26/01/2014;BZ;Rosengarten - Tschagerjoch;1;1;0;1;0
26/01/2014;SO;Mottolino - Livigno;4;1;1;0;0
28/01/2014;AQ;Gran Sasso Campo Imperatore Zona dei Valloni;3;2;1;0;1
28/01/2014;BZ;Bressanone - Plose;3;1;1;0;0
06/02/2014;AO;Ayas - Bec de Nana (Falconetta);2;1;0;0;1
06/02/2014;AO;Valtournenche - Cheneil - Col des Fontaines NW;3;7;5;1;1
08/02/2014;BL;SR 48 Agordina - Pieve di Livinallongo;6;2;1;1;0
12/02/2014;BL;Tofane - Pista da sci Forcella Rossa;4;2;2;0;0
12/02/2014;SO;Costa Sobretta - Valfurva;3;1;1;0;0
17/02/2014;AO;Valsavarenche DÇgioz Cascata Trip in the night;5;2;1;0;1
20/02/2014;BZ;Val di Roja - Ausserer Nockenkopf;2;2;1;1;0
